Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Type Species?,Genome Composition,Last Change,MSL of Last Change,Proposal for Last Change ,Taxon History URL
113,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Avulavirus,,Avian avulavirus 19,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20185579
114,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Ferlavirus,,Reptilian ferlavirus,1,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181605
115,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Henipavirus,,Cedar henipavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181607
116,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Henipavirus,,Ghanaian bat henipavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181608
117,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Henipavirus,,Hendra henipavirus,1,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181609
118,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Henipavirus,,Mojiang henipavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181610
119,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Henipavirus,,Nipah henipavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181611
120,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Morbillivirus,,Canine morbillivirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181613
121,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Morbillivirus,,Cetacean morbillivirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181614
122,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Morbillivirus,,Feline morbillivirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181615
123,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Morbillivirus,,Measles morbillivirus,1,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181616
124,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Morbillivirus,,Phocine morbillivirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181617
125,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Morbillivirus,,Rinderpest morbillivirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181618
126,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Morbillivirus,,Small ruminant morbillivirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181619
127,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Respirovirus,,Bovine respirovirus 3,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181621
128,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Respirovirus,,Human respirovirus 1,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181622
129,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Respirovirus,,Human respirovirus 3,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181623
130,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Respirovirus,,Murine respirovirus,1,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181624
131,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Respirovirus,,Porcine respirovirus 1,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181625
132,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Rubulavirus,,Achimota rubulavirus 1,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181627
133,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Rubulavirus,,Achimota rubulavirus 2,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181628
134,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Rubulavirus,,Bat mumps rubulavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181629
135,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Rubulavirus,,Human rubulavirus 2,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181630
136,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Rubulavirus,,Human rubulavirus 4,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181631
137,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Rubulavirus,,Mammalian rubulavirus 5,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181632
138,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Rubulavirus,,Mapuera rubulavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181633
139,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Rubulavirus,,Menangle rubulavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181634
140,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Rubulavirus,,Mumps rubulavirus,1,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181635
141,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Rubulavirus,,Porcine rubulavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181636
142,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Rubulavirus,,Simian rubulavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181637
143,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Rubulavirus,,Sosuga rubulavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181638
144,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Rubulavirus,,Teviot rubulavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181639
145,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Rubulavirus,,Tioman rubulavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181640
146,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Rubulavirus,,Tuhoko rubulavirus 1,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181641
147,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Rubulavirus,,Tuhoko rubulavirus 2,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181642
148,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,Rubulavirus,,Tuhoko rubulavirus 3,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181643
149,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Pneumoviridae,,Metapneumovirus,,Avian metapneumovirus,1,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181647
150,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Pneumoviridae,,Metapneumovirus,,Human metapneumovirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181648
151,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Pneumoviridae,,Orthopneumovirus,,Bovine orthopneumovirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181650
152,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Pneumoviridae,,Orthopneumovirus,,Human orthopneumovirus,1,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181651
153,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Pneumoviridae,,Orthopneumovirus,,Murine orthopneumovirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181652
154,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Almendravirus,,Arboretum almendravirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181656
155,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Almendravirus,,Balsa almendravirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181657
156,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Almendravirus,,Coot Bay almendravirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181658
157,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Almendravirus,,Puerto Almendras almendravirus,1,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181659
158,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Almendravirus,,Rio Chico almendravirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181660
159,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Curiovirus,,Curionopolis curiovirus,1,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181662
160,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Curiovirus,,Iriri curiovirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181663
161,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Curiovirus,,Itacaiunas curiovirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181664
162,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Curiovirus,,Rochambeau curiovirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181665
163,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Cytorhabdovirus,,Alfalfa dwarf cytorhabdovirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181667
164,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Cytorhabdovirus,,Barley yellow striate mosaic cytorhabdovirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181668
165,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Cytorhabdovirus,,Broccoli necrotic yellows cytorhabdovirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181669
166,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Cytorhabdovirus,,Colocasia bobone disease-associated cytorhabdovirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181670
167,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Cytorhabdovirus,,Festuca leaf streak cytorhabdovirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181671
168,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Cytorhabdovirus,,Lettuce necrotic yellows cytorhabdovirus,1,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181672
169,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Cytorhabdovirus,,Lettuce yellow mottle cytorhabdovirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181673
170,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Cytorhabdovirus,,Northern cereal mosaic cytorhabdovirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181674
171,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Cytorhabdovirus,,Sonchus cytorhabdovirus 1,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181675
172,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Cytorhabdovirus,,Strawberry crinkle cytorhabdovirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181676
173,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Cytorhabdovirus,,Wheat American striate mosaic cytorhabdovirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181677
174,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Dichorhavirus,,Coffee ringspot dichorhavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181679
175,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Dichorhavirus,,Orchid fleck dichorhavirus,1,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181680
176,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ephemerovirus,,Adelaide River ephemerovirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181682
177,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ephemerovirus,,Berrimah ephemerovirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181683
178,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ephemerovirus,,Bovine fever ephemerovirus,1,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181684
179,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ephemerovirus,,Kimberley ephemerovirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181685
180,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ephemerovirus,,Koolpinyah ephemerovirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181686
181,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ephemerovirus,,Kotonkan ephemerovirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181687
182,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ephemerovirus,,Obodhiang ephemerovirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181688
183,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ephemerovirus,,Yata ephemerovirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181689
184,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Hapavirus,,Flanders hapavirus,1,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181691
185,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Hapavirus,,Gray Lodge hapavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181692
186,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Hapavirus,,Hart Park hapavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181693
187,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Hapavirus,,Joinjakaka hapavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181694
188,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Hapavirus,,Kamese hapavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181695
189,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Hapavirus,,La Joya hapavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181696
190,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Hapavirus,,Landjia hapavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181697
191,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Hapavirus,,Manitoba hapavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181698
192,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Hapavirus,,Marco hapavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181699
193,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Hapavirus,,Mosqueiro hapavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181700
194,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Hapavirus,,Mossuril hapavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181701
195,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Hapavirus,,Ngaingan hapavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181702
196,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Hapavirus,,Ord River hapavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181703
197,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Hapavirus,,Parry Creek hapavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181704
198,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Hapavirus,,Wongabel hapavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181705
199,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ledantevirus,,Barur ledantevirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181707
200,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ledantevirus,,Fikirini ledantevirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181708
201,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ledantevirus,,Fukuoka ledantevirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181709
202,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ledantevirus,,Kanyawara ledantevirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20185580
203,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ledantevirus,,Kern Canyon ledantevirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181710
204,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ledantevirus,,Keuraliba ledantevirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181711
205,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ledantevirus,,Kolente ledantevirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181712
206,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ledantevirus,,Kumasi ledantevirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181713
207,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ledantevirus,,Le Dantec ledantevirus,1,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181714
208,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ledantevirus,,Mount Elgon bat ledantevirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181715
209,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ledantevirus,,Nishimuro ledantevirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181716
210,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ledantevirus,,Nkolbisson ledantevirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181717
211,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ledantevirus,,Oita ledantevirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181718
212,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ledantevirus,,Wuhan ledantevirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181719
213,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ledantevirus,,Yongjia ledantevirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181720
214,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Lyssavirus,,Aravan lyssavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181722
215,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Lyssavirus,,Australian bat lyssavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181723
216,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Lyssavirus,,Bokeloh bat lyssavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181724
217,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Lyssavirus,,Duvenhage lyssavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181725
218,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Lyssavirus,,European bat 1 lyssavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181726
219,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Lyssavirus,,European bat 2 lyssavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181727
220,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Lyssavirus,,Gannoruwa bat lyssavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20185581
221,,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Lyssavirus,,Ikoma lyssavirus,0,ssRNA(-),"Moved,",33,2017.006M.A.v2.Negarnaviricota.zip,ICTVonline=20181728
